PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical
PJ_P5_A77_Faq_launch_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P5_A77_Faq_launch_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_A77_Faq_launch_net,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P5_A77_Faq_cost_net,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Networker,,,,y
PJ_P5_A77_Faq_cost_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P5_A77_Faq_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_A77_Faq_cost_net,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P5_A77_Faq_hunter_net,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Networker,,,,y
PJ_P5_A77_Faq_hunter_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P5_A77_Faq_hunter_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_A77_Faq_hunter_net,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P5_Theme_pro,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Theme_pro,2,Click pro theme,xUI,xClick,theme_pro_btn,,,y
PJ_P5_Theme_pro,3,Wait,xTime,xTimeWait,1,,,y
PJ_P5_Theme_pro,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P5_Theme_arena,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Theme_arena,2,Click arena theme,xUI,xClick,theme_arena_btn,,,y
PJ_P5_Theme_arena,3,Wait,xTime,xTimeWait,1,,,y
PJ_P5_Theme_arena,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P6_A77_Panel_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_A77_Panel_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Panel_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Panel_cli,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P6_A77_Panel_cli,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P6_A77_Faq_idea_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_A77_Faq_idea_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_idea_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_idea_cli,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P6_A77_Faq_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_A77_Faq_brahl_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_brahl_cli,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P6_A77_Faq_launch_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_A77_Faq_launch_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_launch_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_launch_cli,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P6_A77_Faq_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_A77_Faq_cost_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_cost_cli,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P6_A77_Faq_hunter_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_A77_Faq_hunter_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_hunter_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_hunter_cli,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P6_A77_Panel_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_A77_Panel_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Panel_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Panel_con,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P6_A77_Panel_con,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P6_A77_Faq_idea_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_A77_Faq_idea_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_idea_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_idea_con,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P6_A77_Faq_brahl_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_A77_Faq_brahl_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_brahl_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_brahl_con,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P6_A77_Faq_launch_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_A77_Faq_launch_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_launch_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_launch_con,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P6_A77_Faq_cost_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_A77_Faq_cost_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_cost_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_cost_con,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P6_A77_Faq_hunter_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_A77_Faq_hunter_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_hunter_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_hunter_con,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P6_A77_Panel_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_A77_Panel_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Panel_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Panel_net,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P6_A77_Panel_net,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P6_A77_Faq_idea_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_A77_Faq_idea_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_idea_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_idea_net,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P6_A77_Faq_brahl_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_A77_Faq_brahl_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_brahl_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_brahl_net,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P6_A77_Faq_launch_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_A77_Faq_launch_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_launch_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_launch_net,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P6_A77_Faq_cost_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_A77_Faq_cost_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_cost_net,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P6_A77_Faq_hunter_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_A77_Faq_hunter_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_A77_Faq_hunter_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_A77_Faq_hunter_net,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P6_Theme_pro,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Theme_pro,2,Click pro theme,xUI,xClick,theme_pro_btn,,,y
PJ_P6_Theme_pro,3,Wait,xTime,xTimeWait,1,,,y
PJ_P6_Theme_pro,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P6_Theme_arena,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Theme_arena,2,Click arena theme,xUI,xClick,theme_arena_btn,,,y
PJ_P6_Theme_arena,3,Wait,xTime,xTimeWait,1,,,y
PJ_P6_Theme_arena,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P7_A77_Panel_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_A77_Panel_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Panel_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Panel_cli,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P7_A77_Panel_cli,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P7_A77_Faq_idea_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_A77_Faq_idea_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_idea_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_idea_cli,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P7_A77_Faq_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_A77_Faq_brahl_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_brahl_cli,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P7_A77_Faq_launch_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_A77_Faq_launch_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_launch_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_launch_cli,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P7_A77_Faq_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_A77_Faq_cost_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_cost_cli,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P7_A77_Faq_hunter_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_A77_Faq_hunter_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_hunter_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_hunter_cli,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P7_A77_Panel_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_A77_Panel_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Panel_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Panel_net,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P7_A77_Panel_net,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P7_A77_Faq_idea_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_A77_Faq_idea_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_idea_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_idea_net,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P7_A77_Faq_brahl_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_A77_Faq_brahl_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_brahl_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_brahl_net,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P7_A77_Faq_launch_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_A77_Faq_launch_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_launch_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_launch_net,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P7_A77_Faq_cost_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_A77_Faq_cost_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_cost_net,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P7_A77_Faq_hunter_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_A77_Faq_hunter_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_A77_Faq_hunter_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_A77_Faq_hunter_net,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P7_Theme_pro,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Theme_pro,2,Click pro theme,xUI,xClick,theme_pro_btn,,,y
PJ_P7_Theme_pro,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Theme_pro,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P7_Theme_arena,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Theme_arena,2,Click arena theme,xUI,xClick,theme_arena_btn,,,y
PJ_P7_Theme_arena,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Theme_arena,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P8_A77_Panel_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_A77_Panel_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Panel_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Panel_cli,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P8_A77_Panel_cli,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P8_A77_Faq_idea_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_A77_Faq_idea_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_idea_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_idea_cli,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P8_A77_Faq_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_A77_Faq_brahl_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_brahl_cli,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P8_A77_Faq_launch_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_A77_Faq_launch_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_launch_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_launch_cli,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P8_A77_Faq_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_A77_Faq_cost_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_cost_cli,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P8_A77_Faq_hunter_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_A77_Faq_hunter_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_hunter_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_hunter_cli,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P8_A77_Panel_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_A77_Panel_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Panel_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Panel_con,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P8_A77_Panel_con,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P8_A77_Faq_idea_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_A77_Faq_idea_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_idea_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_idea_con,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P8_A77_Faq_brahl_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_A77_Faq_brahl_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_brahl_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_brahl_con,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P8_A77_Faq_launch_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_A77_Faq_launch_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_launch_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_launch_con,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P8_A77_Faq_cost_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_A77_Faq_cost_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_cost_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_cost_con,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P8_A77_Faq_hunter_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_A77_Faq_hunter_con,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_hunter_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_hunter_con,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P8_A77_Panel_net,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Networker,,,,y
PJ_P8_A77_Panel_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Panel_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Panel_net,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P8_A77_Panel_net,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P8_A77_Faq_idea_net,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Networker,,,,y
PJ_P8_A77_Faq_idea_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_idea_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_idea_net,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P8_A77_Faq_brahl_net,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Networker,,,,y
PJ_P8_A77_Faq_brahl_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_brahl_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_brahl_net,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P8_A77_Faq_launch_net,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Networker,,,,y
PJ_P8_A77_Faq_launch_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_launch_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_launch_net,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P8_A77_Faq_cost_net,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Networker,,,,y
PJ_P8_A77_Faq_cost_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_cost_net,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P8_A77_Faq_hunter_net,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Networker,,,,y
PJ_P8_A77_Faq_hunter_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_A77_Faq_hunter_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_A77_Faq_hunter_net,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P8_Theme_pro,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Theme_pro,2,Click pro theme,xUI,xClick,theme_pro_btn,,,y
PJ_P8_Theme_pro,3,Wait,xTime,xTimeWait,1,,,y
PJ_P8_Theme_pro,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P8_Theme_arena,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Theme_arena,2,Click arena theme,xUI,xClick,theme_arena_btn,,,y
PJ_P8_Theme_arena,3,Wait,xTime,xTimeWait,1,,,y
PJ_P8_Theme_arena,4,Verify theme applied,xUI,xGetText,app_title_locator,,,y
PJ_P9_A77_Panel_cli,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_A77_Panel_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P9_A77_Panel_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_A77_Panel_cli,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P9_A77_Panel_cli,5,Verify chat input,xUI,xGetText,atomic77_chat_input_locator,,,y
PJ_P9_A77_Faq_idea_cli,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_A77_Faq_idea_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P9_A77_Faq_idea_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_A77_Faq_idea_cli,4,Verify FAQ chip idea,xUI,xGetText,atomic77_faq_idea_locator,,,y
PJ_P9_A77_Faq_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_A77_Faq_brahl_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P9_A77_Faq_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_A77_Faq_brahl_cli,4,Verify FAQ chip brahl,xUI,xGetText,atomic77_faq_brahl_locator,,,y
PJ_P9_A77_Faq_launch_cli,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_A77_Faq_launch_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P9_A77_Faq_launch_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_A77_Faq_launch_cli,4,Verify FAQ chip launch,xUI,xGetText,atomic77_faq_launch_locator,,,y
PJ_P9_A77_Faq_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_A77_Faq_cost_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P9_A77_Faq_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_A77_Faq_cost_cli,4,Verify FAQ chip cost,xUI,xGetText,atomic77_faq_cost_locator,,,y
PJ_P9_A77_Faq_hunter_cli,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_A77_Faq_hunter_cli,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P9_A77_Faq_hunter_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_A77_Faq_hunter_cli,4,Verify FAQ chip hunter,xUI,xGetText,atomic77_faq_hunter_locator,,,y
PJ_P9_A77_Panel_net,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Networker,,,,y
PJ_P9_A77_Panel_net,2,Open A77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P9_A77_Panel_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_A77_Panel_net,4,Verify A77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
